50	85	75	85	85	75	75	40	45	45	40	45	5	10	15	5	15	15	30	35	30	35	30	35	30	25	35	85	85	82	80	85	75	80	85	82	80	45	5	12	35	20	30	60	35	25	20	60	65	20	30	40	37	60	69	55	65	60	5	56	47	58	43	31	23	24	58	5	47	42	52	48	37	54	18	52	43	52	35	40	40	82	5	42	80	12	35	68	24	80	35	50	29	60	80	20	35	3	10	5	67
0	2	3	1	2	2	2	3	2	1	2	2	2	4	1	1	4	1	3	2	1	1	1	2	1	1	3	2	4	1	1	3	2	1	2	1	1	1	1	1	3	2	1	2	2	3	2	2	1	1	2	2	2	3	3	2	1	1	2	3	2	1	1	2	1	3	2	3	1	2	1	3	1	3	4	1	2	3	1	2	4	1	3	1	3	4	2	3	2	1	2	1	2	2	4	1	1	1	2	2	1
40	35	27	26	53	37	56	25	63	22	8	55	15	5	60	20	2	65	20	10	63	65	40	88	57	85	31	90	65	45	92	45	5	42	95	0	95	85	65	22	42	2	24	2	8	65	55	25	72	55	37	38	88	21	44	64	49	30	62	60	60	55	26	8	58	40	18	49	18	6	12	15	10	20	67	57	42	42	4	87	55	10	55	38	50	41	15	67	40	0	30	20	20	5	23	35	15	35	61	47	31
50	40	43	52	43	31	37	30	65	75	45	80	75	45	80	82	45	20	85	20	23	85	5	35	48	25	52	35	55	30	30	65	5	10	30	40	35	35	35	85	5	60	58	40	40	82	20	85	35	82	47	5	30	24	5	42	58	25	80	12	85	54	35	56	75	15	75	42	80	68	24	80	35	50	5	29	12	15	18	30	85	40	60	15	35	37	60	85	60	45	60	80	20	35	3	5	10	69	52	47	67
0	2	1	1	2	2	1	1	1	3	2	1	2	1	1	1	1	1	2	2	1	4	1	2	3	1	3	1	2	2	1	1	2	4	3	2	2	3	1	1	1	1	2	2	4	1	2	2	3	1	1	3	1	3	2	1	1	3	3	4	3	3	2	3	2	4	2	2	1	3	2	1	2	1	3	2	1	1	4	1	2	3	2	1	2	2	2	2	3	2	2	4	1	1	1	2	2	3	1	2	1
40	35	53	55	5	20	65	10	65	63	60	20	85	56	2	37	95	92	22	27	31	88	65	26	2	25	45	90	8	38	40	55	8	5	65	88	42	0	45	24	64	60	62	2	15	26	55	60	44	63	21	6	49	12	37	8	15	10	40	20	58	18	57	57	30	42	22	85	18	72	10	95	42	4	65	50	55	41	55	30	55	40	87	20	20	5	67	25	38	15	0	67	49	42	23	15	35	61	35	31	47
50	40	43	80	45	82	20	20	85	65	80	85	25	37	45	31	35	30	75	43	52	35	35	52	40	30	30	35	40	5	5	82	45	5	55	30	10	40	65	58	42	12	80	60	75	35	20	85	5	23	24	68	58	24	47	56	80	35	15	50	75	75	48	29	25	12	85	35	80	35	40	30	15	18	82	35	54	37	85	60	60	60	30	80	20	35	85	85	15	60	45	5	42	5	3	10	5	52	69	67	47
0	2	2	1	1	1	1	2	4	1	1	2	1	1	1	2	2	1	3	1	3	2	1	1	2	1	2	1	4	3	1	1	2	2	2	1	4	2	1	2	1	4	3	1	2	2	2	3	2	1	3	3	1	2	1	3	1	2	4	1	2	2	3	2	3	1	1	3	1	3	3	3	1	4	1	2	3	2	2	2	2	3	1	4	1	1	2	2	1	2	2	3	2	1	1	2	2	1	3	1	2
40	25	22	22	20	15	8	40	95	88	85	65	42	72	25	10	63	5	27	37	63	49	57	56	55	26	35	53	55	5	20	65	65	60	85	2	95	92	31	65	2	45	90	8	38	55	65	88	42	0	45	24	64	60	62	2	26	55	60	44	21	6	49	12	37	8	15	10	40	20	58	18	57	30	42	18	10	42	4	50	41	55	30	55	40	87	20	20	5	67	38	15	0	67	23	15	35	61	35	31	47
50	85	75	85	85	75	45	5	30	35	35	82	5	35	30	20	65	5	43	31	23	42	48	37	54	52	40	43	80	45	82	20	85	80	25	45	35	30	52	35	40	30	35	40	5	82	55	30	10	40	65	58	42	12	80	60	35	20	85	5	24	68	58	24	47	56	80	35	15	50	75	75	29	25	12	80	40	15	18	35	37	85	60	60	60	30	80	20	35	85	15	60	45	5	3	10	5	52	69	67	47
0	2	3	1	2	2	2	1	3	2	3	1	1	3	1	2	1	2	1	2	1	2	3	1	3	1	2	2	1	1	1	1	4	1	1	1	2	1	3	1	2	2	1	4	3	1	2	1	4	2	1	2	1	4	3	1	2	2	3	2	3	3	1	2	1	3	1	2	4	1	2	2	2	3	1	1	3	1	4	2	2	2	2	2	3	1	4	1	1	2	1	2	2	3	1	2	2	1	3	1	2
40	25	22	22	20	15	8	5	0	44	42	42	40	38	95	92	90	88	87	85	65	55	18	2	42	72	55	25	55	30	10	15	45	65	65	63	2	5	49	27	37	63	21	67	37	49	57	56	55	4	26	35	53	55	20	65	60	85	95	31	65	2	45	8	38	55	88	24	64	60	62	26	60	6	12	8	15	10	40	20	58	18	57	42	10	50	41	30	40	20	20	5	67	0	23	15	35	61	35	31	47
50	85	75	85	85	75	45	45	40	5	10	15	5	15	30	30	35	35	30	35	82	85	80	45	5	35	20	30	60	25	20	60	65	20	55	65	60	5	58	43	31	23	24	5	47	42	48	37	54	18	52	40	43	80	82	85	80	25	35	52	35	40	30	40	5	82	30	58	42	12	80	35	85	68	24	56	80	35	15	50	75	75	29	12	40	35	37	60	60	80	20	35	85	45	3	10	5	52	69	67	47
0	2	3	1	2	2	2	1	2	2	4	1	1	1	3	1	1	2	1	3	1	2	1	1	1	3	2	1	2	3	2	2	1	1	2	1	1	2	1	1	2	1	3	3	1	2	3	1	3	4	1	2	2	1	1	4	1	1	2	3	1	2	2	4	3	1	1	2	1	4	3	2	3	3	2	3	1	2	4	1	2	2	2	1	3	2	2	2	3	4	1	1	2	2	1	2	2	1	3	1	2
40	25	22	22	20	18	15	10	8	5	0	0	44	42	42	40	40	38	95	95	92	90	88	88	87	85	85	67	65	65	60	60	58	55	55	20	18	2	42	42	72	55	25	55	50	30	10	15	45	65	45	35	41	40	35	65	63	2	5	8	47	49	27	37	63	21	24	67	37	49	61	57	56	55	4	26	53	31	65	2	8	38	55	64	60	62	26	6	12	15	10	20	57	30	20	20	5	23	15	35	31
50	85	75	85	85	75	75	40	45	45	40	45	5	10	15	5	15	15	30	35	30	35	30	35	30	25	35	85	85	82	80	85	75	80	85	82	80	45	5	12	35	20	30	60	35	25	20	60	65	20	30	40	37	60	69	55	65	60	5	56	47	58	43	31	23	24	58	5	47	42	52	48	37	54	18	52	43	52	35	40	40	5	82	42	12	80	35	68	24	80	35	50	29	60	80	20	35	3	10	5	67
0	2	3	1	2	2	2	3	2	1	2	2	2	4	1	1	4	1	3	2	1	1	1	2	1	1	3	2	4	1	1	3	2	1	2	1	1	1	1	1	3	2	1	2	2	3	2	2	1	1	2	2	2	3	3	2	1	1	2	3	2	1	1	2	1	3	2	3	1	2	1	3	1	3	4	1	2	3	1	2	4	3	1	1	4	3	2	3	2	1	2	1	2	2	4	1	1	1	2	2	1
40	35	27	53	26	37	56	25	63	22	55	5	20	2	65	20	10	8	65	40	60	88	5	85	92	15	90	95	63	31	45	65	65	42	2	0	57	45	8	38	2	55	88	24	55	22	64	60	44	85	62	21	37	72	49	26	60	30	95	8	65	58	6	55	40	12	18	15	10	20	42	57	25	18	49	42	42	4	55	10	55	50	87	41	38	67	40	15	30	67	20	20	5	0	35	61	23	47	35	15	31
50	40	43	43	52	31	37	30	65	75	80	45	82	45	20	85	20	45	85	5	80	35	5	25	30	75	35	35	23	52	30	55	35	10	40	40	48	65	40	5	60	82	30	58	20	85	42	12	5	35	80	24	47	35	58	35	85	25	30	56	82	75	68	54	15	24	75	80	35	50	5	29	85	80	42	12	15	18	85	40	60	35	30	37	15	5	60	60	60	85	80	20	35	45	69	52	3	47	5	10	67
0	2	1	2	1	2	1	1	1	3	1	1	1	1	1	2	2	2	4	1	1	2	2	1	1	2	1	2	1	3	2	2	1	4	2	2	3	1	4	3	1	1	1	2	2	1	1	4	2	3	3	3	1	3	1	2	3	3	3	3	1	2	3	3	4	2	2	1	2	1	1	2	2	1	2	1	1	4	2	3	2	2	1	2	1	3	3	2	2	2	4	1	1	2	3	1	1	2	2	2	1
