.5	.85	.75	.85	.85	.75	.75	.4	.45	.45	.4	.45	.05	.1	.15	.05	.15	.15	.3	.35	.3	.35	.3	.35	.3	.25	.35	.85	.85	.82	.8	.85	.75	.8	.85	.82	.8	.45	.05	.12	.35	.2	.3	.6	.35	.25	.2	.6	.65	.2	.3	.4	.37	.6	.69	.55	.65	.6	.05	.56	.47	.58	.43	.31	.23	.24	.58	.05	.47	.42	.52	.48	.37	.54	.18	.52	.43	.52	.35	.4	.4	.82	.05	.42	.8	.12	.35	.68	.24	.8	.35	.5	.29	.6	.8	.2	.35	.03	.1	.05	.67
-1	1	2	0	1	1	1	2	1	0	1	1	1	3	0	0	3	0	2	1	0	0	0	1	0	0	2	1	3	0	0	2	1	0	1	0	0	0	0	0	2	1	0	1	1	2	1	1	0	0	1	1	1	2	2	1	0	0	1	2	1	0	0	1	0	2	1	2	0	1	0	2	0	2	3	0	1	2	0	1	3	0	2	0	2	3	1	2	1	0	1	0	1	1	3	0	0	0	1	1	0
.4	.35	.27	.26	.53	.37	.56	.25	.63	.22	.08	.55	.15	.05	.6	.2	.02	.65	.2	.1	.63	.65	.4	.88	.57	.85	.31	.9	.65	.45	.92	.45	.05	.42	.95	0	.95	.85	.65	.22	.42	.02	.24	.02	.08	.65	.55	.25	.72	.55	.37	.38	.88	.21	.44	.64	.49	.3	.62	.6	.6	.55	.26	.08	.58	.4	.18	.49	.18	.06	.12	.15	.1	.2	.67	.57	.42	.42	.04	.87	.55	.1	.55	.38	.5	.41	.15	.67	.4	0	.3	.2	.2	.05	.23	.35	.15	.35	.61	.47	.31
.5	.4	.43	.52	.43	.31	.37	.3	.65	.75	.45	.8	.75	.45	.8	.82	.45	.2	.85	.2	.23	.85	.05	.35	.48	.25	.52	.35	.55	.3	.3	.65	.05	.1	.3	.4	.35	.35	.35	.85	.05	.6	.58	.4	.4	.82	.2	.85	.35	.82	.47	.05	.3	.24	.05	.42	.58	.25	.8	.12	.85	.54	.35	.56	.75	.15	.75	.42	.8	.68	.24	.8	.35	.5	.05	.29	.12	.15	.18	.3	.85	.4	.6	.15	.35	.37	.6	.85	.6	.45	.6	.8	.2	.35	.03	.05	.1	.69	.52	.47	.67
-1	1	0	0	1	1	0	0	0	2	1	0	1	0	0	0	0	0	1	1	0	3	0	1	2	0	2	0	1	1	0	0	1	3	2	1	1	2	0	0	0	0	1	1	3	0	1	1	2	0	0	2	0	2	1	0	0	2	2	3	2	2	1	2	1	3	1	1	0	2	1	0	1	0	2	1	0	0	3	0	1	2	1	0	1	1	1	1	2	1	1	3	0	0	0	1	1	2	0	1	0
.4	.35	.53	.55	.05	.2	.65	.1	.65	.63	.6	.2	.85	.56	.02	.37	.95	.92	.22	.27	.31	.88	.65	.26	.02	.25	.45	.9	.08	.38	.4	.55	.08	.05	.65	.88	.42	0	.45	.24	.64	.6	.62	.02	.15	.26	.55	.6	.44	.63	.21	.06	.49	.12	.37	.08	.15	.1	.4	.2	.58	.18	.57	.57	.3	.42	.22	.85	.18	.72	.1	.95	.42	.04	.65	.5	.55	.41	.55	.3	.55	.4	.87	.2	.2	.05	.67	.25	.38	.15	0	.67	.49	.42	.23	.15	.35	.61	.35	.31	.47
.5	.4	.43	.8	.45	.82	.2	.2	.85	.65	.8	.85	.25	.37	.45	.31	.35	.3	.75	.43	.52	.35	.35	.52	.4	.3	.3	.35	.4	.05	.05	.82	.45	.05	.55	.3	.1	.4	.65	.58	.42	.12	.8	.6	.75	.35	.2	.85	.05	.23	.24	.68	.58	.24	.47	.56	.8	.35	.15	.5	.75	.75	.48	.29	.25	.12	.85	.35	.8	.35	.4	.3	.15	.18	.82	.35	.54	.37	.85	.6	.6	.6	.3	.8	.2	.35	.85	.85	.15	.6	.45	.05	.42	.05	.03	.1	.05	.52	.69	.67	.47
-1	1	1	0	0	0	0	1	3	0	0	1	0	0	0	1	1	0	2	0	2	1	0	0	1	0	1	0	3	2	0	0	1	1	1	0	3	1	0	1	0	3	2	0	1	1	1	2	1	0	2	2	0	1	0	2	0	1	3	0	1	1	2	1	2	0	0	2	0	2	2	2	0	3	0	1	2	1	1	1	1	2	0	3	0	0	1	1	0	1	1	2	1	0	0	1	1	0	2	0	1
.4	.25	.22	.22	.2	.15	.08	.4	.95	.88	.85	.65	.42	.72	.25	.1	.63	.05	.27	.37	.63	.49	.57	.56	.55	.26	.35	.53	.55	.05	.2	.65	.65	.6	.85	.02	.95	.92	.31	.65	.02	.45	.9	.08	.38	.55	.65	.88	.42	0	.45	.24	.64	.6	.62	.02	.26	.55	.6	.44	.21	.06	.49	.12	.37	.08	.15	.1	.4	.2	.58	.18	.57	.3	.42	.18	.1	.42	.04	.5	.41	.55	.3	.55	.4	.87	.2	.2	.05	.67	.38	.15	0	.67	.23	.15	.35	.61	.35	.31	.47
.5	.85	.75	.85	.85	.75	.45	.05	.3	.35	.35	.82	.05	.35	.3	.2	.65	.05	.43	.31	.23	.42	.48	.37	.54	.52	.4	.43	.8	.45	.82	.2	.85	.8	.25	.45	.35	.3	.52	.35	.4	.3	.35	.4	.05	.82	.55	.3	.1	.4	.65	.58	.42	.12	.8	.6	.35	.2	.85	.05	.24	.68	.58	.24	.47	.56	.8	.35	.15	.5	.75	.75	.29	.25	.12	.8	.4	.15	.18	.35	.37	.85	.6	.6	.6	.3	.8	.2	.35	.85	.15	.6	.45	.05	.03	.1	.05	.52	.69	.67	.47
-1	1	2	0	1	1	1	0	2	1	2	0	0	2	0	1	0	1	0	1	0	1	2	0	2	0	1	1	0	0	0	0	3	0	0	0	1	0	2	0	1	1	0	3	2	0	1	0	3	1	0	1	0	3	2	0	1	1	2	1	2	2	0	1	0	2	0	1	3	0	1	1	1	2	0	0	2	0	3	1	1	1	1	1	2	0	3	0	0	1	0	1	1	2	0	1	1	0	2	0	1
.4	.25	.22	.22	.2	.15	.08	.05	0	.44	.42	.42	.4	.38	.95	.92	.9	.88	.87	.85	.65	.55	.18	.02	.42	.72	.55	.25	.55	.3	.1	.15	.45	.65	.65	.63	.02	.05	.49	.27	.37	.63	.21	.67	.37	.49	.57	.56	.55	.04	.26	.35	.53	.55	.2	.65	.6	.85	.95	.31	.65	.02	.45	.08	.38	.55	.88	.24	.64	.6	.62	.26	.6	.06	.12	.08	.15	.1	.4	.2	.58	.18	.57	.42	.1	.5	.41	.3	.4	.2	.2	.05	.67	0	.23	.15	.35	.61	.35	.31	.47
.5	.85	.75	.85	.85	.75	.45	.45	.4	.05	.1	.15	.05	.15	.3	.3	.35	.35	.3	.35	.82	.85	.8	.45	.05	.35	.2	.3	.6	.25	.2	.6	.65	.2	.55	.65	.6	.05	.58	.43	.31	.23	.24	.05	.47	.42	.48	.37	.54	.18	.52	.4	.43	.8	.82	.85	.8	.25	.35	.52	.35	.4	.3	.4	.05	.82	.3	.58	.42	.12	.8	.35	.85	.68	.24	.56	.8	.35	.15	.5	.75	.75	.29	.12	.4	.35	.37	.6	.6	.8	.2	.35	.85	.45	.03	.1	.05	.52	.69	.67	.47
-1	1	2	0	1	1	1	0	1	1	3	0	0	0	2	0	0	1	0	2	0	1	0	0	0	2	1	0	1	2	1	1	0	0	1	0	0	1	0	0	1	0	2	2	0	1	2	0	2	3	0	1	1	0	0	3	0	0	1	2	0	1	1	3	2	0	0	1	0	3	2	1	2	2	1	2	0	1	3	0	1	1	1	0	2	1	1	1	2	3	0	0	1	1	0	1	1	0	2	0	1
.4	.25	.22	.22	.2	.18	.15	.1	.08	.05	0	0	.44	.42	.42	.4	.4	.38	.95	.95	.92	.9	.88	.88	.87	.85	.85	.67	.65	.65	.6	.6	.58	.55	.55	.2	.18	.02	.42	.42	.72	.55	.25	.55	.5	.3	.1	.15	.45	.65	.45	.35	.41	.4	.35	.65	.63	.02	.05	.08	.47	.49	.27	.37	.63	.21	.24	.67	.37	.49	.61	.57	.56	.55	.04	.26	.53	.31	.65	.02	.08	.38	.55	.64	.6	.62	.26	.06	.12	.15	.1	.2	.57	.3	.2	.2	.05	.23	.15	.35	.31
.5	.85	.75	.85	.85	.75	.75	.4	.45	.45	.4	.45	.05	.1	.15	.05	.15	.15	.3	.35	.3	.35	.3	.35	.3	.25	.35	.85	.85	.82	.8	.85	.75	.8	.85	.82	.8	.45	.05	.12	.35	.2	.3	.6	.35	.25	.2	.6	.65	.2	.3	.4	.37	.6	.69	.55	.65	.6	.05	.56	.47	.58	.43	.31	.23	.24	.58	.05	.47	.42	.52	.48	.37	.54	.18	.52	.43	.52	.35	.4	.4	.05	.82	.42	.12	.8	.35	.68	.24	.8	.35	.5	.29	.6	.8	.2	.35	.03	.1	.05	.67
-1	1	2	0	1	1	1	2	1	0	1	1	1	3	0	0	3	0	2	1	0	0	0	1	0	0	2	1	3	0	0	2	1	0	1	0	0	0	0	0	2	1	0	1	1	2	1	1	0	0	1	1	1	2	2	1	0	0	1	2	1	0	0	1	0	2	1	2	0	1	0	2	0	2	3	0	1	2	0	1	3	2	0	0	3	2	1	2	1	0	1	0	1	1	3	0	0	0	1	1	0
.4	.35	.27	.53	.26	.37	.56	.25	.63	.22	.55	.05	.2	.02	.65	.2	.1	.08	.65	.4	.6	.88	.05	.85	.92	.15	.9	.95	.63	.31	.45	.65	.65	.42	.02	0	.57	.45	.08	.38	.02	.55	.88	.24	.55	.22	.64	.6	.44	.85	.62	.21	.37	.72	.49	.26	.6	.3	.95	.08	.65	.58	.06	.55	.4	.12	.18	.15	.1	.2	.42	.57	.25	.18	.49	.42	.42	.04	.55	.1	.55	.5	.87	.41	.38	.67	.4	.15	.3	.67	.2	.2	.05	0	.35	.61	.23	.47	.35	.15	.31
.5	.4	.43	.43	.52	.31	.37	.3	.65	.75	.8	.45	.82	.45	.2	.85	.2	.45	.85	.05	.8	.35	.05	.25	.3	.75	.35	.35	.23	.52	.3	.55	.35	.1	.4	.4	.48	.65	.4	.05	.6	.82	.3	.58	.2	.85	.42	.12	.05	.35	.8	.24	.47	.35	.58	.35	.85	.25	.3	.56	.82	.75	.68	.54	.15	.24	.75	.8	.35	.5	.05	.29	.85	.8	.42	.12	.15	.18	.85	.4	.6	.35	.3	.37	.15	.05	.6	.6	.6	.85	.8	.2	.35	.45	.69	.52	.03	.47	.05	.1	.67
-1	1	0	1	0	1	0	0	0	2	0	0	0	0	0	1	1	1	3	0	0	1	1	0	0	1	0	1	0	2	1	1	0	3	1	1	2	0	3	2	0	0	0	1	1	0	0	3	1	2	2	2	0	2	0	1	2	2	2	2	0	1	2	2	3	1	1	0	1	0	0	1	1	0	1	0	0	3	1	2	1	1	0	1	0	2	2	1	1	1	3	0	0	1	2	0	0	1	1	1	0
